2.75 -1 -0.80000001192092896
2.5 -1 -0.80000001192092896
2.25 -1 -0.80000001192092896
2 -1 -1.0333333015441895
2 -1 -1.2666666507720947
1.75 -1 -1.5
1.5 -1 -1.5
1.25 -1 -1.5
1 -1 -1.2666666507720947
1 -1 -1.0333333015441895
0.75 -1 -0.80000001192092896
0.5 -1 -0.80000001192092896
0.25 -1 -0.80000001192092896
0 -1 -0.80000001192092896
-0.25 -1 -0.80000001192092896
-0.5 -1 -0.80000001192092896
-0.75 -1 -0.80000001192092896
-1 -1 -1.0333333015441895
-1 -1 -1.2666666507720947
-1.25 -1 -1.5
-1.5 -1 -1.5
-1.75 -1 -1.5
-2 -1 -1.2666666507720947
-2 -1 -1.0333333015441895
-2.25 -1 -0.80000001192092896
-2.5 -1 -0.80000001192092896
-2.75 -1 -0.80000001192092896
-2.75 -1 -0.5
-2.5 -1 -0.5
-2.25 -1 -0.5
-2 -1 -0.5
-1.75 -1 -0.5
-1.5 -1 -0.5
-1.25 -1 -0.5
-1 -1 -0.5
-0.75 -1 -0.5
-0.5 -1 -0.5
-0.25 -1 -0.5
0 -1 -0.5
0.25 -1 -0.5
0.5 -1 -0.5
0.75 -1 -0.5
1 -1 -0.5
1.25 -1 -0.5
1.5 -1 -0.5
1.75 -1 -0.5
2 -1 -0.5
2.25 -1 -0.5
2.5 -1 -0.5
2.75 -1 -0.5
-2.75 1 -0.80000001192092896
-2.5 1 -0.80000001192092896
-2.25 1 -0.80000001192092896
-2 1 -1.0333333015441895
-2 1 -1.2666666507720947
-1.75 1 -1.5
-1.5 1 -1.5
-1.25 1 -1.5
-1 1 -1.2666666507720947
-1 1 -1.0333333015441895
-2.75 1 -0.5
-2.5 1 -0.5
-2.25 1 -0.5
-2 1 -0.5
-1.75 1 -0.5
-1.5 1 -0.5
-1.25 1 -0.5
-1 1 -0.5
-0.75 1 -0.5
-0.5 1 -0.5
-0.25 1 -0.5
0 1 -0.5
0.25 1 -0.5
0.5 1 -0.5
0.75 1 -0.5
1 1 -0.5
1.25 1 -0.5
1.5 1 -0.5
1.75 1 -0.5
2 1 -0.5
2.25 1 -0.5
2.5 1 -0.5
2.75 1 -0.5
2.75 1 -0.80000001192092896
2.5 1 -0.80000001192092896
2.25 1 -0.80000001192092896
2 1 -1.0333333015441895
2 1 -1.2666666507720947
1.75 1 -1.5
1.5 1 -1.5
1.25 1 -1.5
1 1 -1.2666666507720947
1 1 -1.0333333015441895
0.75 1 -0.80000001192092896
0.5 1 -0.80000001192092896
0.25 1 -0.80000001192092896
0 1 -0.80000001192092896
-0.25 1 -0.80000001192092896
-0.5 1 -0.80000001192092896
-0.75 1 -0.80000001192092896
-2 0.75 -0.80000001192092896
-2 0.5 -0.80000001192092896
-2 0.25 -0.80000001192092896
-2 0 -0.80000001192092896
-2 -0.25 -0.80000001192092896
-2 -0.5 -0.80000001192092896
-2 -0.75 -0.80000001192092896
-2 0.75 -1.5
-2 0.5 -1.5
-2 0.25 -1.5
-2 0 -1.5
-2 -0.25 -1.5
-2 -0.5 -1.5
-2 -0.75 -1.5
-1 0.75 -0.80000001192092896
-1 0.5 -0.80000001192092896
-1 0.25 -0.80000001192092896
-1 0 -0.80000001192092896
-1 -0.25 -0.80000001192092896
-1 -0.5 -0.80000001192092896
-1 -0.75 -0.80000001192092896
-1 0.75 -1.5
-1 0.5 -1.5
-1 0.25 -1.5
-1 0 -1.5
-1 -0.25 -1.5
-1 -0.5 -1.5
-1 -0.75 -1.5
1 0.75 -0.80000001192092896
1 0.5 -0.80000001192092896
1 0.25 -0.80000001192092896
1 0 -0.80000001192092896
1 -0.25 -0.80000001192092896
1 -0.5 -0.80000001192092896
1 -0.75 -0.80000001192092896
1 0.75 -1.5
1 0.5 -1.5
1 0.25 -1.5
1 0 -1.5
1 -0.25 -1.5
1 -0.5 -1.5
1 -0.75 -1.5
2 0.75 -0.80000001192092896
2 0.5 -0.80000001192092896
2 0.25 -0.80000001192092896
2 0 -0.80000001192092896
2 -0.25 -0.80000001192092896
2 -0.5 -0.80000001192092896
2 -0.75 -0.80000001192092896
2 0.75 -1.5
2 0.5 -1.5
2 0.25 -1.5
2 0 -1.5
2 -0.25 -1.5
2 -0.5 -1.5
2 -0.75 -1.5
-3 0.75 -0.5
-3 0.5 -0.5
-3 0.25 -0.5
-3 0 -0.5
-3 -0.25 -0.5
-3 -0.5 -0.5
-3 -0.75 -0.5
-3 0.75 -0.80000001192092896
-3 0.5 -0.80000001192092896
-3 0.25 -0.80000001192092896
-3 0 -0.80000001192092896
-3 -0.25 -0.80000001192092896
-3 -0.5 -0.80000001192092896
-3 -0.75 -0.80000001192092896
3 0.75 -0.5
3 0.5 -0.5
3 0.25 -0.5
3 0 -0.5
3 -0.25 -0.5
3 -0.5 -0.5
3 -0.75 -0.5
3 0.75 -0.80000001192092896
3 0.5 -0.80000001192092896
3 0.25 -0.80000001192092896
3 0 -0.80000001192092896
3 -0.25 -0.80000001192092896
3 -0.5 -0.80000001192092896
3 -0.75 -0.80000001192092896
-3 -1 -0.5
3 -1 -0.5
3 -1 -0.80000000000000004
2 -1 -0.80000000000000004
2 -1 -1.5
1 -1 -1.5
1 -1 -0.80000000000000004
-1 -1 -0.80000000000000004
-1 -1 -1.5
-2 -1 -1.5
-2 -1 -0.80000000000000004
-3 -1 -0.80000000000000004
-3 1 -0.5
-3 1 -0.80000000000000004
-2 1 -0.80000000000000004
-2 1 -1.5
-1 1 -1.5
-1 1 -0.80000000000000004
1 1 -0.80000000000000004
3 1 -0.5
3 1 -0.80000000000000004
2 1 -0.80000000000000004
2 1 -1.5
1 1 -1.5
-1.1128845803409513 -1 -0.69339003773469798
-1.1887610328537768 -1 -0.96754307699137865
-1.3474959852270816 -1 -1.2475883421450029
1.1128850074925092 -1 -0.69338952515280594
1.1887611273245384 -1 -0.96754296362645986
1.3474960120998944 -1 -1.2475883098976264
-1.366683801689818 -1 -0.73594948605303712
1.3666839021280524 -1 -0.73594936552715051
1.6523451500055457 -1 -0.75846857500391984
1.5005047048426639 -1 -0.99708268357038232
1.6495762936677885 -1 -1.2549303346130425
-1.6523451216089988 -1 -0.75846860907977809
-1.5005046584866168 -1 -0.9970827391976409
2.6249985302878871 -1 -0.64999394766600782
1.8004043580859996 -1 -1.0184135909172713
2.8249997060575773 -1 -0.64999879191738741
0.87293509514220069 -1 -0.65744786304011038
-1.6495762788685737 -1 -1.2549303523721012
-0.87293449139756574 -1 -0.65744786235057917
-0.12499791122936244 -1 -0.65004942014342659
2.4249997060575774 -1 -0.64999879430157315
-1.8004043431606984 -1 -1.0184136088276339
0.37495548434344261 -1 -0.6502245058214331
-0.37495337987897281 -1 -0.65022442807218706
0.62464842991427549 -1 -0.65127873211723364
0.12499292885234436 -1 -0.65004565830112049
-2.6249985302878871 -1 -0.64999394766600782
-2.4249997060575774 -1 -0.64999879430157304
-2.8249997060575773 -1 -0.6499987919173873
-0.62464797854609311 -1 -0.65127871904410339
-3 0.12477064399793275 -0.64999957443023693
-3 -0.37359932130149187 -0.6500095314238048
-3 0.61615441381156166 -0.64999566769647099
-3 -0.61615380955363008 -0.65000307545512759
-3 0.37348750963491573 -0.64999921099476099
-3 0.82323088276231238 -0.64999913592348002
-3 -0.82323076191072719 -0.65000061747521143
-3 -0.12480477955059228 -0.65000152161598312
-2.7483952623683496 -0.1247791768114494 -0.80000001192092896
-2.4997807808634498 0.00024816679366856942 -0.80000001192092896
-2.2516129306902553 0.12500266143671276 -0.80000001192092896
-2.7508869410183916 0.12605202110667146 -0.80000001192092896
-2.7536941201778999 0.38030807462765742 -0.80000001192092896
-2.5043489903324532 0.25173691266100079 -0.80000001192092896
-2.2560388061932999 0.37502839349374029 -0.80000001192092896
-2.7552737688294329 0.65029530857477846 -0.80000001192092896
-2.5088343020149262 0.50704435119179792 -0.80000001192092896
-2.2647014687667921 0.62080574913829256 -0.80000001192092896
-2.3060730640751665 0.82745419060264835 -0.80000001192092896
-2.2490565605659798 -0.12569592805769067 -0.80000001192092896
-2.4953460908730132 -0.25088177085024999 -0.80000001192092896
-2.2458286720360303 -0.37984965123377912 -0.80000001192092896
-2.7437532480996545 -0.37451991921041233 -0.80000001192092896
-2.5141471006143861 0.76759993325125286 -0.80000001192092896
-2.4907770089706194 -0.50639111170358464 -0.80000001192092896
-2.2451228087201498 -0.65038912596504217 -0.80000001192092896
-2.7351622104087969 -0.62051315413322961 -0.80000001192092896
-2.6938586763446102 -0.82732142939722397 -0.80000001192092896
-2.485820117407362 -0.76743580353317997 -0.80000001192092896
-2 0.1671041769905755 -1.2685224662315835
-2 0.083362751125163281 -1.0340061883969252
-2 -0.083374087266191166 -1.2661894056453775
-2 -0.16719237360789874 -1.0312060513475059
-2 0.33350743850730324 -1.0376715362815938
-2 0.41791092252324114 -1.2724443193042245
-2 0.57973476290139569 -1.0459467925160666
-2 0.67483607822549174 -1.2784586896837105
-2 0.80091416822537753 -1.0848810892873981
-2 -0.33353983021379546 -1.2622261762860136
-2 -0.41793904573427892 -1.0274403602351465
-2 -0.5797492834085809 -1.2539873690265242
-2 -0.67484479054327595 -1.0215005045163457
-2 -0.8009188147903713 -1.2150975651718312
-1.2516047376316495 0.12477917681144945 -1.5
-1.5002192191365493 -0.0002481667936684584 -1.5
-1.7483870693097443 -0.1250026614367119 -1.5
-1.2491130589816077 -0.12605202110667113 -1.5
-1.2463058798220992 -0.38030807462765664 -1.5
-1.4956510096675459 -0.25173691266100034 -1.5
-1.7439611938066997 -0.37502839349373951 -1.5
-1.2447262311705662 -0.65029530857477824 -1.5
-1.4911656979850723 -0.50704435119179736 -1.5
-1.735298531233207 -0.62080574913829234 -1.5
-1.693926935924833 -0.82745419060264835 -1.5
-1.7509434394340195 0.12569592805769067 -1.5
-1.5046539091269857 0.25088177085024999 -1.5
-1.7541713279639688 0.37984965123377923 -1.5
-1.2562467519003453 0.37451991921041233 -1.5
-1.485852899385613 -0.76759993325125286 -1.5
-1.5092229910293797 0.50639111170358464 -1.5
-1.7548771912798493 0.65038912596504217 -1.5
-1.2648377895912031 0.62051315413322961 -1.5
-1.30614132365539 0.82732142939722386 -1.5
-1.5141798825926369 0.76743580353318008 -1.5
