C1 
100
   0.05000   0.00000
   0.04990   0.00314
   0.04961   0.00627
   0.04911   0.00937
   0.04843   0.01243
   0.04755   0.01545
   0.04649   0.01841
   0.04524   0.02129
   0.04382   0.02409
   0.04222   0.02679
   0.04045   0.02939
   0.03853   0.03187
   0.03645   0.03423
   0.03423   0.03645
   0.03187   0.03853
   0.02939   0.04045
   0.02679   0.04222
   0.02409   0.04382
   0.02129   0.04524
   0.01841   0.04649
   0.01545   0.04755
   0.01243   0.04843
   0.00937   0.04911
   0.00627   0.04961
   0.00314   0.04990
   0.00000   0.05000
  -0.00314   0.04990
  -0.00627   0.04961
  -0.00937   0.04911
  -0.01243   0.04843
  -0.01545   0.04755
  -0.01841   0.04649
  -0.02129   0.04524
  -0.02409   0.04382
  -0.02679   0.04222
  -0.02939   0.04045
  -0.03187   0.03853
  -0.03423   0.03645
  -0.03645   0.03423
  -0.03853   0.03187
  -0.04045   0.02939
  -0.04222   0.02679
  -0.04382   0.02409
  -0.04524   0.02129
  -0.04649   0.01841
  -0.04755   0.01545
  -0.04843   0.01243
  -0.04911   0.00937
  -0.04961   0.00627
  -0.04990   0.00314
  -0.05000   0.00000
  -0.04990  -0.00314
  -0.04961  -0.00627
  -0.04911  -0.00937
  -0.04843  -0.01243
  -0.04755  -0.01545
  -0.04649  -0.01841
  -0.04524  -0.02129
  -0.04382  -0.02409
  -0.04222  -0.02679
  -0.04045  -0.02939
  -0.03853  -0.03187
  -0.03645  -0.03423
  -0.03423  -0.03645
  -0.03187  -0.03853
  -0.02939  -0.04045
  -0.02679  -0.04222
  -0.02409  -0.04382
  -0.02129  -0.04524
  -0.01841  -0.04649
  -0.01545  -0.04755
  -0.01243  -0.04843
  -0.00937  -0.04911
  -0.00627  -0.04961
  -0.00314  -0.04990
  -0.00000  -0.05000
   0.00314  -0.04990
   0.00627  -0.04961
   0.00937  -0.04911
   0.01243  -0.04843
   0.01545  -0.04755
   0.01841  -0.04649
   0.02129  -0.04524
   0.02409  -0.04382
   0.02679  -0.04222
   0.02939  -0.04045
   0.03187  -0.03853
   0.03423  -0.03645
   0.03645  -0.03423
   0.03853  -0.03187
   0.04045  -0.02939
   0.04222  -0.02679
   0.04382  -0.02409
   0.04524  -0.02129
   0.04649  -0.01841
   0.04755  -0.01545
   0.04843  -0.01243
   0.04911  -0.00937
   0.04961  -0.00627
   0.04990  -0.00314
