   -5.1170    0.9997
   -4.6064    1.0068
   -4.0000    1.0021
   -3.5851    0.9974
   -3.0426    0.9832
   -2.5957    0.9597
   -2.0851    0.9314
   -1.6383    0.8961
   -1.5106    0.8678
   -1.3191    0.8018
   -1.1596    0.7500
   -1.0000    0.6935
   -0.9043    0.6134
   -0.8404    0.5545
   -0.8085    0.4366
   -0.7447    0.3330
   -0.6170    0.2411
   -0.6489    0.1351
   -0.6170    0.0526
   -0.6170   -0.0039
   -0.1383   -0.0039
    0.2128   -0.0039
    0.4043   -0.0039
    0.6596   -0.0228
    0.8191   -0.0675
    0.9468   -0.0982
    1.1064   -0.1476
    1.2021   -0.1806
    1.2979   -0.2160
    1.3936   -0.2442
    1.5213   -0.2466
    1.8085   -0.2372
    1.9043   -0.2254
    2.0319   -0.1971
    2.1277   -0.1359
    2.2234   -0.0652
    2.3191   -0.0016
    2.4468    0.0573
    2.6383    0.1398
    2.7660    0.2199
    2.8617    0.3118
    3.1489    0.4013
    3.4681    0.4743
    3.6915    0.5285
    3.9787    0.5827
    4.3298    0.6510
    4.7128    0.6935
    5.0319    0.7288
    5.4149    0.7783
    5.8936    0.7971
    6.3085    0.8136
    6.7553    0.8136
    7.2660    0.8136
    7.7766    0.8160
    8.1277    0.8183
    8.7021    0.8183
    9.3404    0.8183
    9.8511    0.8183
   10.8085    0.8230
   11.1596    0.8230
   11.7979    0.8419
   12.5000    0.8419
   13.1383    0.8372
   14.3191    0.8395
   15.0851    0.8372
   15.8511    0.8395
   16.6489    0.8466
