    3.1306    1.1526
    9.0787    1.0981
   15.0268    0.9946
   21.2880    0.8202
   26.6100    0.6403
   33.1843    0.3842
   38.8193    0.1335
   44.7674   -0.1063
   51.3417   -0.3515
   57.6029   -0.5640
   63.2379   -0.7330
   68.8730   -0.8311
   74.1950   -0.8856
   80.7692   -0.9455
   87.3435   -0.9619
   92.9785   -0.9564
   99.2397   -0.9183
  104.5617   -0.8801
  110.5098   -0.8038
  117.3971   -0.7221
  122.7191   -0.6730
  128.9803   -0.6349
  135.2415   -0.6076
  141.1896   -0.5695
  147.1377   -0.5368
  153.3989   -0.4932
  159.3470   -0.4823
  164.9821   -0.4796
  170.9302   -0.4678
  176.8784   -0.4614
