        0.50000    0.12602E-07    0.13356E-07    0.75872E-08    0.22939E-07    0.35895E-07    0.39762E-07   -0.11499E-05   -0.73878E-05   -0.59917E-05    0.53013E-05   -0.26390E-05    0.12379E-04    0.50710E-06    0.67061E-05   -0.42268E-05    0.17724E-05   -0.23390E-07    0.35251E-08    0.39256E-09    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.67147E-20    0.50177E-19    0.22157E-18    0.50771E-18    0.57438E-18    0.75527E-18    0.78374E-18    0.69167E-18    0.58691E-18    0.46626E-18    0.32554E-18    0.23559E-18    0.13620E-18    0.90175E-19    0.40918E-19    0.23952E-19    0.67089E-20    0.23950E-20   -0.26072E-21   -0.26072E-21   -0.54175E-21    0.18727E-20   -0.99564E-23    0.14803E-21    0.14803E-21    0.41940E-22   -0.10168E-22   -0.36814E-24   -0.10663E-22   -0.10663E-22   -0.45235E-23   -0.23423E-23   -0.23423E-23    0.33127E-25    0.33127E-25   -0.18000E-25   -0.13370E-25   -0.13370E-25   -0.83799E-26    0.21131E-25    0.21131E-25    0.89393E-26    0.89393E-26    0.28381E-25   -0.33085E-27   -0.33085E-27   -0.55054E-27    0.38346E-27   -0.14287E-27    0.10915E-27   -0.32060E-28    0.36350E-28    0.36350E-28    0.41334E-29   -0.14513E-28   -0.16202E-29    0.72809E-30    0.14160E-31    0.14160E-31    0.53029E-31    0.53029E-31    0.86352E-31    0.33741E-33    0.33741E-33    0.33741E-33    0.65036E-33   -0.11517E-32   -0.23302E-33    0.18887E-33    0.18887E-33    0.51431E-35    0.51431E-35   -0.54673E-35   -0.54673E-35    0.40518E-37    0.40518E-37    0.37752E-38    0.37752E-38   -0.33305E-37   -0.33305E-37   -0.33305E-37    0.25742E-39    0.25742E-39    0.31055E-41    0.31055E-41   -0.96179E-43   -0.96179E-43    0.48875E-42    0.48875E-42    0.48875E-42   -0.23589E-41   -0.23589E-41   -0.23589E-41   -0.76603E-42   -0.18681E-42   -0.95593E-44   -0.32189E-46   -0.40211E-47    0.59008E-51   -0.53176E-53   -0.71322E-55    0.58416E-57   -0.66460E-59    0.74581E-61    0.66694E-65    0.96152E-66   -0.25409E-69   -0.33908E-71    0.44144E-74    0.10336E-76   -0.80146E-79   -0.34855E-81   -0.71185E-86    0.24096E-88    0.76669E-91   -0.25841E-95   -0.91917E-99    0.14465-100    0.11614-104    0.25035-107   -0.52942-112   -0.74762-115    0.48019-119    0.29774-122    0.51043-128    0.26039-133   -0.30957-139    0.68452-146    0.24183-150    0.34945-156    0.78708-159   -0.21907-166    0.33069-174    0.45667-178
        1.50000    0.39914E-07    0.34280E-07   -0.19176E-07   -0.28178E-07    0.63582E-08   -0.21005E-07   -0.28120E-05   -0.13045E-04   -0.12478E-04    0.14463E-04   -0.63440E-05    0.32848E-04    0.22447E-05    0.18892E-04   -0.16944E-04    0.10834E-04   -0.31956E-06   -0.74806E-08    0.10856E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.67908E-06    0.60150E-06    0.47284E-06    0.39476E-06    0.36813E-06    0.33116E-06    0.25729E-06    0.26586E-06    0.16151E-06    0.19239E-06    0.64999E-07    0.11953E-06    0.80159E-08    0.76950E-07    0.31360E-09    0.11294E-06   -0.22237E-07    0.52298E-06    0.42707E-05    0.42707E-05    0.63517E-05   -0.50252E-06    0.49518E-05    0.75246E-05    0.75246E-05    0.28597E-05    0.10784E-05    0.12090E-06    0.28318E-05    0.28318E-05   -0.27863E-06    0.43625E-05    0.43625E-05   -0.24816E-08   -0.24816E-08    0.26995E-06   -0.67010E-07   -0.67010E-07    0.73735E-06   -0.23656E-05   -0.23656E-05   -0.88104E-06   -0.88104E-06    0.44385E-05    0.13531E-05    0.13531E-05   -0.32680E-05    0.39333E-05    0.13919E-05    0.27069E-05    0.12158E-05   -0.43969E-05   -0.43969E-05    0.44969E-05   -0.27440E-05   -0.39886E-05   -0.17285E-05   -0.13993E-06   -0.13993E-06    0.11943E-05    0.11943E-05    0.21681E-05   -0.62348E-06   -0.62348E-06   -0.62348E-06   -0.10583E-06    0.38508E-06   -0.23819E-05    0.49472E-06    0.49472E-06    0.10496E-05    0.10496E-05   -0.68544E-06   -0.68544E-06    0.60026E-07    0.60026E-07    0.78368E-08    0.78368E-08   -0.22759E-06   -0.22759E-06   -0.22759E-06    0.32964E-08    0.32964E-08    0.12734E-08    0.12734E-08   -0.16045E-08   -0.16045E-08    0.15404E-08    0.15404E-08    0.15404E-08   -0.27406E-07   -0.27406E-07   -0.27406E-07   -0.32143E-07   -0.18372E-07   -0.38528E-08   -0.57683E-09   -0.49036E-09    0.21580E-11   -0.54131E-11   -0.12361E-11    0.66263E-13   -0.18056E-13    0.29541E-14    0.24559E-16    0.18770E-16   -0.88276E-18   -0.11233E-18    0.41008E-20    0.18673E-21   -0.37217E-22   -0.27438E-23   -0.20780E-25    0.15487E-26    0.11485E-27   -0.10410E-29   -0.13599E-31   -0.14407E-32    0.38974E-34    0.24324E-35   -0.28227E-37   -0.15215E-38    0.18395E-40    0.81169E-42   -0.59388E-44   -0.12702E-46   -0.56304E-49   -0.14920E-51   -0.19976E-53   -0.38031E-56   -0.62713E-57   -0.81842E-60   -0.32240E-63    0.10722E-64
        2.50000    0.14383E-06    0.13688E-06    0.11554E-06    0.14187E-06    0.16665E-06    0.25925E-07   -0.35709E-05   -0.14146E-04   -0.14751E-04    0.21553E-04   -0.65206E-05    0.40771E-04    0.32654E-05    0.23292E-04   -0.17937E-04    0.15489E-04   -0.32713E-06    0.21188E-07    0.34286E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.72252E-06    0.71034E-06    0.60149E-06    0.50763E-06    0.47247E-06    0.40859E-06    0.30178E-06    0.33089E-06    0.18454E-06    0.25131E-06    0.71284E-07    0.16872E-06   -0.96696E-08    0.11743E-06   -0.72219E-07    0.19067E-06   -0.24433E-06    0.11548E-05    0.10542E-04    0.10542E-04    0.16300E-04   -0.50758E-05    0.11363E-04    0.16451E-04    0.16451E-04    0.34587E-05    0.31601E-05    0.64885E-06    0.13781E-04    0.13781E-04    0.31545E-05    0.21151E-04    0.21151E-04   -0.83809E-06   -0.83809E-06    0.10662E-05   -0.16707E-05   -0.16707E-05    0.54311E-05   -0.18646E-04   -0.18646E-04   -0.17167E-04   -0.17167E-04    0.93246E-05    0.65236E-05    0.65236E-05   -0.19669E-04    0.21481E-04    0.81584E-05    0.16018E-04    0.77365E-05   -0.30534E-04   -0.30534E-04    0.25267E-04   -0.12144E-04   -0.16716E-04   -0.13042E-04   -0.40470E-05   -0.40470E-05   -0.64565E-05   -0.64565E-05    0.37449E-05   -0.11265E-04   -0.11265E-04   -0.11265E-04    0.50734E-05    0.14711E-04   -0.27085E-04    0.27237E-06    0.27237E-06    0.96596E-05    0.96596E-05    0.95895E-05    0.95895E-05    0.38974E-05    0.38974E-05   -0.10402E-05   -0.10402E-05    0.18529E-04    0.18529E-04    0.18529E-04    0.11926E-06    0.11926E-06   -0.13834E-07   -0.13834E-07   -0.74193E-07   -0.74193E-07    0.33251E-06    0.33251E-06    0.33251E-06    0.26895E-04    0.26895E-04    0.26895E-04   -0.26943E-05   -0.99584E-05    0.28077E-04    0.23857E-04   -0.73735E-05   -0.39258E-05   -0.34001E-05   -0.72354E-05    0.20866E-05   -0.13837E-05    0.31541E-05   -0.16987E-05    0.30689E-05   -0.22829E-05   -0.23330E-05    0.24680E-05    0.74878E-06   -0.16413E-05   -0.82004E-06   -0.27315E-06    0.12729E-06    0.56496E-07   -0.96107E-08   -0.34295E-09   -0.89808E-09    0.12694E-09    0.35278E-10   -0.49479E-11   -0.11791E-11    0.11017E-12    0.21799E-13   -0.19494E-14   -0.10264E-16   -0.11358E-17   -0.45497E-19   -0.44497E-20   -0.13622E-21   -0.47079E-22   -0.11998E-23   -0.25847E-25   -0.15908E-26
        3.50000   -0.76637E-07   -0.75095E-07   -0.74415E-07   -0.12931E-07    0.69381E-07   -0.63921E-07   -0.40994E-05   -0.12791E-04   -0.14735E-04    0.27266E-04   -0.58301E-05    0.42163E-04    0.34409E-05    0.23059E-04   -0.14303E-04    0.17091E-04   -0.38706E-06   -0.27696E-07    0.28282E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.10640E-05    0.10562E-05    0.89587E-06    0.76032E-06    0.67506E-06    0.63164E-06    0.50249E-06    0.46331E-06    0.37004E-06    0.36139E-06    0.23876E-06    0.24427E-06    0.13477E-06    0.20009E-06    0.25089E-07    0.31773E-06   -0.15467E-06    0.13753E-05    0.13891E-04    0.13891E-04    0.22745E-04   -0.12618E-04    0.14267E-04    0.22893E-04    0.22893E-04    0.38709E-06    0.40650E-05    0.12351E-05    0.20804E-04    0.20804E-04    0.27932E-05    0.30570E-04    0.30570E-04   -0.14103E-05   -0.14103E-05    0.14670E-05   -0.25890E-05   -0.25890E-05    0.79286E-05   -0.28584E-04   -0.28584E-04   -0.27595E-04   -0.27595E-04    0.11494E-04    0.10210E-04    0.10210E-04   -0.32106E-04    0.33452E-04    0.12704E-04    0.25951E-04    0.11361E-04   -0.50004E-04   -0.50004E-04    0.40193E-04   -0.19142E-04   -0.26545E-04   -0.21239E-04   -0.83491E-05   -0.83491E-05   -0.13244E-04   -0.13244E-04    0.60243E-05   -0.19919E-04   -0.19919E-04   -0.19919E-04    0.11836E-04    0.25317E-04   -0.48541E-04    0.15175E-05    0.15175E-05    0.14729E-04    0.14729E-04    0.22023E-04    0.22023E-04    0.73177E-05    0.73177E-05   -0.18994E-05   -0.18994E-05    0.41706E-04    0.41706E-04    0.41706E-04    0.23037E-06    0.23037E-06   -0.17804E-06   -0.17804E-06   -0.11782E-06   -0.11782E-06    0.55833E-06    0.55833E-06    0.55833E-06    0.63140E-04    0.63140E-04    0.63140E-04    0.25183E-05   -0.17927E-04    0.71304E-04    0.66425E-04   -0.11980E-04   -0.17905E-04    0.29472E-05   -0.11839E-04   -0.27138E-05    0.57479E-05    0.25482E-05   -0.16532E-04    0.80482E-05   -0.31055E-05   -0.24240E-05    0.11479E-04    0.44580E-05   -0.80026E-05   -0.13625E-05   -0.39131E-05    0.38446E-05    0.31587E-05   -0.90502E-05    0.65369E-05   -0.86113E-05    0.37715E-05    0.31852E-05   -0.29211E-05   -0.26745E-05    0.19137E-05    0.16595E-05   -0.34362E-05    0.12193E-05    0.94859E-07   -0.25410E-08   -0.13685E-07   -0.73027E-08   -0.54839E-08   -0.23218E-08   -0.72073E-09   -0.23353E-09
        4.50000    0.60842E-07    0.68957E-07    0.73294E-07    0.12080E-06    0.15207E-06    0.26758E-07   -0.39858E-05   -0.62443E-05   -0.12271E-04    0.32360E-04   -0.39723E-05    0.39660E-04    0.36345E-05    0.22436E-04   -0.82870E-05    0.18734E-04   -0.27894E-06    0.63828E-07    0.52446E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.92048E-06    0.98290E-06    0.88375E-06    0.78027E-06    0.68408E-06    0.67782E-06    0.54272E-06    0.43332E-06    0.37642E-06    0.26252E-06    0.19900E-06    0.97772E-07    0.46320E-07    0.30440E-07   -0.51393E-07    0.19022E-06   -0.36318E-07    0.10921E-05    0.15029E-04    0.15029E-04    0.26691E-04   -0.20326E-04    0.14538E-04    0.28636E-04    0.28636E-04   -0.37556E-05    0.40916E-05    0.18187E-05    0.24951E-04    0.24951E-04   -0.35227E-06    0.34371E-04    0.34371E-04   -0.16482E-05   -0.16482E-05    0.15710E-05   -0.28398E-05   -0.28398E-05    0.85408E-05   -0.32973E-04   -0.32973E-04   -0.32397E-04   -0.32397E-04    0.10378E-04    0.13227E-04    0.13227E-04   -0.39304E-04    0.39687E-04    0.17373E-04    0.31864E-04    0.14493E-04   -0.64641E-04   -0.64641E-04    0.49537E-04   -0.22254E-04   -0.32274E-04   -0.26615E-04   -0.12021E-04   -0.12021E-04   -0.16555E-04   -0.16555E-04    0.47135E-05   -0.26447E-04   -0.26447E-04   -0.26447E-04    0.15682E-04    0.35655E-04   -0.60789E-04    0.43455E-06    0.43455E-06    0.17194E-04    0.17194E-04    0.29806E-04    0.29806E-04    0.92957E-05    0.92957E-05   -0.16335E-05   -0.16335E-05    0.56224E-04    0.56224E-04    0.56224E-04    0.31372E-06    0.31372E-06   -0.11874E-06   -0.11874E-06   -0.50120E-07   -0.50120E-07    0.77440E-06    0.77440E-06    0.77440E-06    0.88145E-04    0.88145E-04    0.88145E-04    0.90104E-05   -0.22454E-04    0.10234E-03    0.97071E-04   -0.17018E-04   -0.27687E-04    0.83726E-05   -0.15290E-04   -0.71780E-05    0.12076E-04    0.19849E-05   -0.28580E-04    0.11017E-04   -0.20196E-05   -0.57403E-06    0.17944E-04    0.68253E-05   -0.10675E-04    0.24574E-05   -0.20643E-05    0.17181E-05   -0.15005E-06   -0.17102E-04    0.15733E-04   -0.16191E-04    0.30338E-05    0.18858E-05   -0.17797E-05   -0.93879E-06   -0.28168E-05   -0.31311E-05   -0.16079E-04    0.11903E-04    0.11919E-05    0.17963E-06   -0.34139E-07   -0.79489E-09    0.22874E-07    0.11154E-07    0.62485E-08    0.86591E-09
        5.50000   -0.14981E-07   -0.23664E-08    0.17546E-07    0.65035E-07    0.81124E-07   -0.74919E-07   -0.39193E-05    0.24098E-05   -0.85646E-05    0.35855E-04   -0.15196E-05    0.33342E-04    0.35563E-05    0.19984E-04   -0.64768E-07    0.17852E-04   -0.36641E-06   -0.78830E-07    0.46705E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.11837E-05    0.12273E-05    0.10716E-05    0.94135E-06    0.83099E-06    0.82742E-06    0.68585E-06    0.52764E-06    0.51952E-06    0.32338E-06    0.33315E-06    0.14972E-06    0.16476E-06    0.67176E-07    0.91699E-07    0.26427E-06    0.22424E-06    0.79369E-06    0.15615E-04    0.15615E-04    0.29517E-04   -0.28839E-04    0.13222E-04    0.33998E-04    0.33998E-04   -0.84668E-05    0.37405E-05    0.23582E-05    0.28494E-04    0.28494E-04   -0.47031E-05    0.36290E-04    0.36290E-04   -0.20758E-05   -0.20758E-05    0.12232E-05   -0.32749E-05   -0.32749E-05    0.84312E-05   -0.36575E-04   -0.36575E-04   -0.36752E-04   -0.36752E-04    0.73448E-05    0.16386E-04    0.16386E-04   -0.46693E-04    0.44618E-04    0.22024E-04    0.37821E-04    0.17352E-04   -0.80882E-04   -0.80882E-04    0.58658E-04   -0.25083E-04   -0.38782E-04   -0.32485E-04   -0.16287E-04   -0.16287E-04   -0.18270E-04   -0.18270E-04    0.24850E-05   -0.33756E-04   -0.33756E-04   -0.33756E-04    0.18592E-04    0.48341E-04   -0.71478E-04   -0.19415E-05   -0.19415E-05    0.19420E-04    0.19420E-04    0.34814E-04    0.34814E-04    0.10391E-04    0.10391E-04   -0.77381E-06   -0.77381E-06    0.65732E-04    0.65732E-04    0.65732E-04    0.15873E-06    0.15873E-06   -0.10251E-06   -0.10251E-06   -0.13957E-06   -0.13957E-06    0.75908E-06    0.75908E-06    0.75908E-06    0.10615E-03    0.10615E-03    0.10615E-03    0.14914E-04   -0.26176E-04    0.12630E-03    0.12076E-03   -0.23775E-04   -0.34843E-04    0.12578E-04   -0.19196E-04   -0.10417E-04    0.17412E-04    0.13221E-05   -0.39643E-04    0.12144E-04    0.44148E-06    0.32250E-05    0.21780E-04    0.88859E-05   -0.98182E-05    0.94823E-05    0.22564E-05   -0.31445E-05   -0.68036E-05   -0.25159E-04    0.30458E-04   -0.24870E-04    0.30913E-06   -0.20568E-05    0.22944E-05    0.38936E-05   -0.12076E-04   -0.12414E-04   -0.35477E-04    0.29137E-04    0.27931E-05    0.44042E-06   -0.66962E-07   -0.87018E-08    0.47009E-07    0.20054E-07    0.10878E-07   -0.11309E-07
        6.50000    0.10767E-08    0.11787E-07   -0.44331E-08    0.20555E-07    0.27063E-07   -0.62875E-07   -0.35304E-05    0.11582E-04   -0.44849E-05    0.37825E-04    0.51645E-06    0.26482E-04    0.33465E-05    0.17402E-04    0.64640E-05    0.16047E-04   -0.34377E-06    0.33572E-07    0.72235E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.12245E-05    0.12831E-05    0.11378E-05    0.99580E-06    0.89877E-06    0.86249E-06    0.69904E-06    0.52605E-06    0.52487E-06    0.28662E-06    0.32809E-06    0.88580E-07    0.14403E-06   -0.65158E-08    0.36226E-07    0.21750E-06    0.27800E-06    0.22931E-06    0.14738E-04    0.14738E-04    0.29651E-04   -0.34235E-04    0.10061E-04    0.37368E-04    0.37368E-04   -0.11241E-04    0.28187E-05    0.26791E-05    0.29895E-04    0.29895E-04   -0.97150E-05    0.33915E-04    0.33915E-04   -0.22350E-05   -0.22350E-05    0.72692E-06   -0.34208E-05   -0.34208E-05    0.70543E-05   -0.35966E-04   -0.35966E-04   -0.37293E-04   -0.37293E-04    0.36167E-05    0.19235E-04    0.19235E-04   -0.51288E-04    0.45577E-04    0.24096E-04    0.42419E-04    0.17893E-04   -0.92565E-04   -0.92565E-04    0.64462E-04   -0.26116E-04   -0.43707E-04   -0.36988E-04   -0.20110E-04   -0.20110E-04   -0.20000E-04   -0.20000E-04    0.27091E-06   -0.41319E-04   -0.41319E-04   -0.41319E-04    0.21668E-04    0.61261E-04   -0.80275E-04   -0.48429E-05   -0.48429E-05    0.19886E-04    0.19886E-04    0.40927E-04    0.40927E-04    0.99866E-05    0.99866E-05    0.36308E-06    0.36308E-06    0.77288E-04    0.77288E-04    0.77288E-04   -0.20008E-06   -0.20008E-06   -0.43037E-07   -0.43037E-07   -0.23366E-06   -0.23366E-06    0.85299E-06    0.85299E-06    0.85299E-06    0.13384E-03    0.13384E-03    0.13384E-03    0.24067E-04   -0.27871E-04    0.16519E-03    0.16450E-03   -0.29145E-04   -0.53184E-04    0.25920E-04   -0.22946E-04   -0.19410E-04    0.31114E-04   -0.11445E-05   -0.61922E-04    0.17123E-04    0.21829E-05    0.59004E-05    0.35193E-04    0.12926E-04   -0.17334E-04    0.13664E-04    0.17012E-05   -0.28152E-05   -0.77677E-05   -0.39853E-04    0.41778E-04   -0.39257E-04    0.20654E-05   -0.15423E-05    0.22204E-05    0.49183E-05   -0.16947E-04   -0.17103E-04   -0.50639E-04    0.41264E-04    0.34985E-05    0.68797E-06    0.16280E-07    0.70486E-07    0.14735E-06    0.11978E-06    0.74104E-07    0.18815E-07
        7.50000    0.13141E-07    0.31276E-07    0.12395E-07    0.34100E-07    0.52565E-07    0.16361E-07   -0.30968E-05    0.18871E-04   -0.11039E-05    0.38123E-04    0.16580E-05    0.20960E-04    0.29455E-05    0.13142E-04    0.62853E-05    0.14967E-04   -0.46004E-06   -0.85345E-08    0.74570E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.12735E-05    0.13140E-05    0.11564E-05    0.99804E-06    0.91693E-06    0.84787E-06    0.65573E-06    0.49945E-06    0.45032E-06    0.21544E-06    0.22199E-06   -0.53988E-07   -0.23001E-07   -0.22361E-06   -0.23284E-06   -0.27939E-08   -0.31370E-08   -0.30471E-06    0.15175E-04    0.15175E-04    0.34458E-04   -0.39726E-04    0.96054E-05    0.43201E-04    0.43201E-04   -0.11055E-04    0.30390E-05    0.27128E-05    0.37929E-04    0.37929E-04   -0.11009E-04    0.40469E-04    0.40469E-04   -0.28900E-05   -0.28900E-05    0.66602E-06   -0.44367E-05   -0.44367E-05    0.74502E-05   -0.44265E-04   -0.44265E-04   -0.46034E-04   -0.46034E-04   -0.12803E-05    0.26094E-04    0.26094E-04   -0.61894E-04    0.52994E-04    0.29656E-04    0.53054E-04    0.22135E-04   -0.12042E-03   -0.12042E-03    0.80265E-04   -0.29073E-04   -0.54934E-04   -0.49169E-04   -0.25904E-04   -0.25904E-04   -0.22080E-04   -0.22080E-04   -0.31130E-05   -0.54063E-04   -0.54063E-04   -0.54063E-04    0.25676E-04    0.84887E-04   -0.95765E-04   -0.94859E-05   -0.94859E-05    0.21971E-04    0.21971E-04    0.48640E-04    0.48640E-04    0.95069E-05    0.95069E-05    0.94012E-06    0.94012E-06    0.91109E-04    0.91109E-04    0.91109E-04   -0.50237E-06   -0.50237E-06    0.37963E-07    0.37963E-07   -0.30701E-06   -0.30701E-06    0.71792E-06    0.71792E-06    0.71792E-06    0.16251E-03    0.16251E-03    0.16251E-03    0.36854E-04   -0.30401E-04    0.20246E-03    0.19829E-03   -0.47508E-04   -0.61615E-04    0.33489E-04   -0.31883E-04   -0.21762E-04    0.38196E-04    0.12603E-05   -0.71865E-04    0.22035E-04    0.22339E-05    0.74579E-05    0.43077E-04    0.12688E-04   -0.20808E-04    0.17861E-04    0.12510E-05   -0.29892E-05   -0.91976E-05   -0.49309E-04    0.50503E-04   -0.49400E-04    0.24636E-05   -0.23621E-05    0.30105E-05    0.61388E-05   -0.20244E-04   -0.19553E-04   -0.62477E-04    0.50691E-04    0.34422E-05    0.55217E-06   -0.45986E-07    0.11558E-06    0.20228E-06    0.18691E-06    0.11899E-06    0.54419E-07
        8.50000   -0.34759E-07   -0.71084E-08    0.10316E-07    0.49756E-07    0.82069E-07    0.57651E-07   -0.31485E-05    0.24051E-04    0.27455E-06    0.38497E-04   -0.84171E-06    0.22058E-04    0.30549E-05    0.10055E-04   -0.45634E-05    0.18506E-04   -0.47444E-06    0.21494E-06    0.12478E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.19831E-05    0.19176E-05    0.16709E-05    0.14578E-05    0.13612E-05    0.12811E-05    0.10523E-05    0.88621E-06    0.81658E-06    0.55808E-06    0.55252E-06    0.21939E-06    0.24924E-06   -0.21174E-07   -0.72421E-07    0.15551E-06    0.23138E-06   -0.71704E-06    0.14010E-04    0.14010E-04    0.37474E-04   -0.42944E-04    0.59086E-05    0.46561E-04    0.46561E-04   -0.13198E-04    0.26304E-05    0.32875E-05    0.40052E-04    0.40052E-04   -0.15139E-04    0.38410E-04    0.38410E-04   -0.31522E-05   -0.31522E-05    0.35496E-06   -0.50398E-05   -0.50398E-05    0.56686E-05   -0.42643E-04   -0.42643E-04   -0.45582E-04   -0.45582E-04   -0.92595E-05    0.31327E-04    0.31327E-04   -0.64733E-04    0.50948E-04    0.30477E-04    0.57692E-04    0.22406E-04   -0.13573E-03   -0.13573E-03    0.83707E-04   -0.23455E-04   -0.62394E-04   -0.58783E-04   -0.30638E-04   -0.30638E-04   -0.13916E-04   -0.13916E-04   -0.71304E-05   -0.61300E-04   -0.61300E-04   -0.61300E-04    0.26164E-04    0.10327E-03   -0.92739E-04   -0.14463E-04   -0.14463E-04    0.17015E-04    0.17015E-04    0.47681E-04    0.47681E-04    0.46170E-05    0.46170E-05    0.12676E-05    0.12676E-05    0.84880E-04    0.84880E-04    0.84880E-04   -0.12956E-05   -0.12956E-05    0.95902E-07    0.95902E-07   -0.37268E-06   -0.37268E-06    0.18883E-06    0.18883E-06    0.18883E-06    0.16045E-03    0.16045E-03    0.16045E-03    0.47484E-04   -0.23941E-04    0.20453E-03    0.20014E-03   -0.60440E-04   -0.60190E-04    0.39758E-04   -0.37592E-04   -0.19898E-04    0.41001E-04    0.38549E-05   -0.71081E-04    0.24203E-04    0.16726E-05    0.83752E-05    0.44730E-04    0.82557E-05   -0.18179E-04    0.22896E-04    0.19098E-05   -0.33306E-05   -0.99011E-05   -0.53046E-04    0.57856E-04   -0.55492E-04    0.21168E-05   -0.35933E-05    0.47708E-05    0.80373E-05   -0.22345E-04   -0.20393E-04   -0.70845E-04    0.58001E-04    0.36541E-05    0.70601E-06    0.17423E-06    0.28462E-06    0.34848E-06    0.31697E-06    0.21046E-06    0.10376E-06
        9.50000    0.62207E-07    0.10924E-06    0.15199E-06    0.19335E-06    0.21032E-06    0.14576E-06   -0.30663E-05    0.29071E-04    0.12416E-05    0.38340E-04    0.67400E-06    0.18078E-04    0.28579E-05    0.16394E-05   -0.43627E-05    0.17142E-04   -0.44329E-06    0.20405E-06    0.13451E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.22897E-05    0.22256E-05    0.19280E-05    0.16845E-05    0.15665E-05    0.14717E-05    0.11993E-05    0.10102E-05    0.94761E-06    0.63898E-06    0.67061E-06    0.25552E-06    0.32372E-06   -0.13438E-06   -0.92983E-07   -0.90055E-07    0.24362E-06   -0.14055E-05    0.10623E-04    0.10623E-04    0.34916E-04   -0.36971E-04   -0.10992E-05    0.43928E-04    0.43928E-04   -0.11526E-04    0.39214E-06    0.32708E-05    0.35766E-04    0.35766E-04   -0.16019E-04    0.27176E-04    0.27176E-04   -0.27391E-05   -0.27391E-05   -0.52672E-06   -0.50409E-05   -0.50409E-05    0.27929E-05   -0.32306E-04   -0.32306E-04   -0.38310E-04   -0.38310E-04   -0.16349E-04    0.34017E-04    0.34017E-04   -0.57350E-04    0.40494E-04    0.24565E-04    0.55439E-04    0.17816E-04   -0.13473E-03   -0.13473E-03    0.76277E-04   -0.80359E-05   -0.63439E-04   -0.66874E-04   -0.34712E-04   -0.34712E-04   -0.10536E-05   -0.10536E-05   -0.85873E-05   -0.64193E-04   -0.64193E-04   -0.64193E-04    0.24238E-04    0.11339E-03   -0.74947E-04   -0.18150E-04   -0.18150E-04    0.84211E-05    0.84211E-05    0.44046E-04    0.44046E-04   -0.25026E-05   -0.25026E-05    0.88953E-07    0.88953E-07    0.69652E-04    0.69652E-04    0.69652E-04   -0.20130E-05   -0.20130E-05   -0.36932E-07   -0.36932E-07   -0.13719E-06   -0.13719E-06   -0.23300E-06   -0.23300E-06   -0.23300E-06    0.14679E-03    0.14679E-03    0.14679E-03    0.52872E-04   -0.13042E-04    0.18761E-03    0.18549E-03   -0.62913E-04   -0.53818E-04    0.47380E-04   -0.39834E-04   -0.18725E-04    0.43122E-04    0.44353E-05   -0.66202E-04    0.23721E-04    0.18532E-05    0.97226E-05    0.44591E-04    0.37015E-05   -0.16166E-04    0.25022E-04    0.12142E-05   -0.29064E-05   -0.10034E-04   -0.56346E-04    0.63835E-04   -0.61190E-04    0.28585E-05   -0.32386E-05    0.41703E-05    0.74738E-05   -0.21722E-04   -0.18701E-04   -0.73326E-04    0.60363E-04    0.40899E-05    0.55800E-06    0.21169E-06    0.29287E-06    0.31927E-06    0.26136E-06    0.16720E-06    0.10723E-06
