   -6.4255    0.9815
   -5.6915    0.9885
   -4.9574    0.9838
   -4.4468    0.9791
   -3.7128    0.9627
   -3.3936    0.9650
   -2.6277    0.9368
   -2.3404    0.9133
   -1.7979    0.8875
   -1.5426    0.8522
   -1.3511    0.8146
   -1.0638    0.7418
   -0.9043    0.6736
   -0.9043    0.6431
   -0.9043    0.5867
   -0.8404    0.5397
   -0.8404    0.5021
   -0.8085    0.4527
   -0.7447    0.4034
   -0.6489    0.3611
   -0.6489    0.3188
   -0.6489    0.2695
   -0.5851    0.2060
   -0.5532    0.1708
   -0.5851    0.0815
   -0.5532    0.0462
   -0.4894    0.0063
   -0.4894   -0.0102
    0.1809   -0.0219
    0.3404   -0.0196
    0.5638   -0.0243
    0.7234   -0.0595
    0.8191   -0.0877
    0.9149   -0.1347
    1.1064   -0.1747
    1.1702   -0.1958
    1.2660   -0.2170
    1.2979   -0.2475
    1.4574   -0.2546
    1.5851   -0.2452
    1.7766   -0.2029
    1.8085   -0.1629
    1.9362   -0.1183
    2.0638   -0.0736
    2.1277   -0.0290
    2.1915    0.0180
    2.3191    0.1144
    2.4468    0.1567
    2.4787    0.2084
    2.5426    0.2624
    2.5745    0.3188
    2.7340    0.3752
    2.8617    0.4292
    3.2128    0.4950
    3.2766    0.5467
    3.5638    0.6055
    3.8830    0.6431
    4.4255    0.6830
    4.9362    0.7089
    5.4787    0.7300
    6.0532    0.7488
    6.6596    0.7629
    6.9787    0.7676
    7.5532    0.7723
    7.8723    0.7770
    8.2872    0.7770
    9.1489    0.7770
    9.8191    0.7841
   10.5532    0.7841
   11.1277    0.7911
   11.7979    0.7958
   12.3723    0.8005
   13.3298    0.8170
   14.1596    0.8076
   14.6702    0.8099
   15.3404    0.8146
   15.6596    0.8146
   16.2021    0.8146
   16.9043    0.8076
   17.5106    0.8052
   18.1170    0.8193
