      8.45433255      0.00437956
      9.03981265      0.00802920
      9.62529274      0.01167883
     10.32786885      0.01532847
     11.08899297      0.03357664
     11.38173302      0.04087591
     12.20140515      0.01897810
     12.61124122     -0.02846715
     13.02107728     -0.07956204
     13.37236534     -0.11605839
     13.89929742     -0.14160584
     14.66042155     -0.14890511
     15.53864169     -0.14525547
     16.18266979     -0.14525547
     17.00234192     -0.14890511
     17.93911007     -0.13795620
     18.93442623     -0.11605839
     19.69555035     -0.10145985
     20.39812646     -0.08321168
     20.86651054     -0.07591241
     21.51053864     -0.06131387
     22.33021077     -0.05036496
     23.20843091     -0.03941606
     24.02810304     -0.03211679
     24.96487119     -0.02846715
     25.84309133     -0.02481752
     26.48711944     -0.01751825
     27.36533958     -0.01751825
     28.06791569     -0.01386861
     28.77049180     -0.01751825
